wikidata_id,name,instance_of,country
Q5052341,Cathedral of Our Merciful Saviour,cathedral,United States of America
Q7607275,"Stelton Baptist Church, Edison",church,United States of America
Q5569494,Glenwood United Methodist Church,church,United States of America
Q5108904,Christ Evangelical Lutheran Church,church,United States of America
Q7402005,Saint Paul's Catholic Church,church,United States of America
Q3123498,First Roumanian-American congregation,church,United States of America
Q7401505,Saint Joseph's Catholic Church,,United States of America
Q7591453,St. Peter Lutheran Church,church,United States of America
Q3295780,Mission San Juan Capistrano,mission,United States of America
Q7590275,"St. Mary's Episcopal Church, Burlington, New Jersey",church,United States of America
Q14709112,New Thought Ministries of Oregon,,United States of America
Q5452429,First Baptist Church,church,United States of America
Q7591122,St. Paul's Episcopal Church,church,United States of America
Q7013061,New York Avenue Presbyterian Church,church,United States of America
Q1432395,St. Mark's Episcopal Cathedral,cathedral,United States of America
Q7659928,Westminster Presbyterian Church (Minneapolis),church,United States of America
Q7791204,Thomas James Conaty,human,
Q7590679,St. Michael's Churchyard,,United States of America
Q2811295,Billy Graham Center,,United States of America
Q7586819,"St. Andrew's Cathedral, Philadelphia",cathedral,United States of America
Q649758,"Saint Sophia's Church, Los Angeles",church,United States of America
Q7590383,"St. Mary's Parish, Bridgeton, Missouri",,United States of America
Q2820565,Saint John's Abbey,abbey,United States of America
Q875393,Roman Catholic Diocese of St. Augustine,diocese of the Catholic Church,
Q5383479,Episcopal Youth Community,,
Q7268559,Quaker Meeting House,church,United States of America
Q7591345,St. Peter's Church and Mount St. Joseph Convent Complex,,United States of America
Q5696019,Hebron Baptist Church,church,United States of America
Q7587774,"St. Dunstan's Church of the Highlands Parish, Shoreline, Washington",church,United States of America
Q5046664,Carrollton School of the Sacred Heart,high school,United States of America
Q7734170,The First Parish in Cambridge,church,United States of America
Q1756005,Cathedral of San Carlos Borromeo,cathedral,United States of America
Q4729571,All Saints Episcopal Church,church,United States of America
Q426778,Roman Catholic Diocese of Orlando,diocese of the Catholic Church,
Q873818,Roman Catholic Diocese of Palm Beach,diocese of the Catholic Church,
Q874098,Roman Catholic Diocese of Pensacola-Tallahassee,diocese of the Catholic Church,United States of America
Q877791,Roman Catholic Diocese of Venice in Florida,diocese of the Catholic Church,
Q617532,Serrano people,,United States of America
Q5117796,"Church of the Ascension, Episcopal",church,United States of America
Q875471,Roman Catholic Diocese of Saint Petersburg,diocese of the Catholic Church,
Q5553724,Gesu Church,church,United States of America
Q7319374,Rexford Newcomb,human,
Q5052443,Cathedral of the Immaculate Conception,cathedral,United States of America
Q7054416,North Carolina Annual Conference,church,United States of America
Q7397163,Sacred Heart Church,church,United States of America
Q6004588,Immanuel Bible Church,church,
Q7068579,Nuestra Señora Reina de los Angeles Asistencia,church,United States of America
Q13644178,List of Roman Catholic churches in the Archdiocese of Atlanta,Wikimedia list article,
Q6906925,Monumental Church,church,United States of America
Q5452991,First Family Church,church,United States of America
Q3916756,Grace Church,church,United States of America
Q1562200,Tataviam,ethnic group,United States of America
Q2037029,William Donald Borders,human,
Q4347159,Cathedral of San Fernando,cathedral,United States of America
Q5024162,Calvary Chapel Costa Mesa,church,United States of America
Q7517749,Simi Valley Community Church,,United States of America
Q3586059,Annunciation Greek Orthodox Church,church,United States of America
Q5052310,Cathedral of Christ the King,cathedral,United States of America
Q7401270,Saint Francis Xavier Cathedral,cathedral,United States of America
Q5052405,Cathedral of St. John the Evangelist,cathedral,United States of America
Q7587469,St. Cecilia Cathedral,cathedral,United States of America
Q7110934,Our Lady of Peace Shrine,church,United States of America
Q7401987,Saint Patrick's Church,church,United States of America
Q7305716,Redeemer Presbyterian Church,church,United States of America
Q2820539,Blue Cloud Abbey,abbey,United States of America
Q5024201,Calvary Presbyterian Church,church,United States of America
Q6478765,Lakeland Baptist Church,church,
Q5169446,"Coral Bay, United States Virgin Islands",human settlement,United States of America
Q5575666,God's Ark of Safety,geographical object,United States of America
Q743262,Patrick Peyton,human,
Q7589948,St. Mark's Episcopal Church,church,United States of America
Q4878272,Beaverton Foursquare Church,church,United States of America
Q2820392,St. Joseph's Abbey,abbey,United States of America
Q7146917,Patrick Keely,human,
Q5117274,Church of St. Luke in the Fields,church,United States of America
Q6978431,National Shrine of Our Lady of Czestochowa,parish,United States of America
Q7286932,Raleigh North Carolina Temple,sacred architecture,United States of America
Q5464636,Follen Church Society-Unitarian Universalist,church,United States of America
Q5108753,Christ Church,church,United States of America
Q7164680,Pensacola Catholic High School,high school,United States of America
Q5216456,Daniel B. Lucas,human,
Q4867415,Basilica of the National Shrine of the Little Flower,church,United States of America
Q7401184,Saint Donatus Catholic Church,church,United States of America
Q7590651,St. Michael's Cathedral,cathedral,United States of America
Q4667864,Abington Congregational Church,church,United States of America
Q7157703,Peachtree Baptist Church,church,United States of America
Q2498222,Holy Trinity Cathedral,cathedral,United States of America
Q5073119,Chapel of the Resurrection,church,United States of America
Q7591368,St. Peter's Episcopal Church,church,United States of America
Q7401243,Saint Francis Central Coast Catholic High School,high school,United States of America
Q1111168,Episcopal Diocese of Connecticut,diocese,United States of America
Q5383424,Episcopal Diocese of Rhode Island,,United States of America
Q7587010,St. Anne's Episcopal Church,church,United States of America
Q7588469,"St. James Episcopal Church, Mill Creek",church,United States of America
Q5886688,Holy Trinity Church,church,United States of America
Q6689499,Louisville Kentucky Temple,sacred architecture,United States of America
Q7894185,Universalist Unitarian Church of Joliet,,United States of America
Q1325500,St. Paul's Chapel,chapel,United States of America
Q7589922,St. Mark's Church in-the-Bowery,church,United States of America
Q7784871,Third Haven Meeting House,church,United States of America
Q2942438,St. Peter's Cathedral,cathedral,United States of America
Q4356484,Restoration Church of Jesus Christ,Christian denomination,United States of America
Q5108867,Christ Episcopal Church,church,United States of America
Q5108740,Christ Church,church,United States of America
Q7073511,Oak Grove Mennonite Church,church,United States of America
Q7401791,Saint Martin of Tours Parish,church,United States of America
Q7591033,St. Paul's Chapel,,United States of America
Q8024568,Windsor Avenue Congregational Church,church,United States of America
Q4501931,Cathedral of Saint John the Baptist,cathedral,United States of America
Q4502356,Cathedral of St. Luke and St. Paul,cathedral,United States of America
Q7401903,Saint Michael's Catholic Church,church,United States of America
Q5374170,Santa Isabel de Utinahica,archaeological site,United States of America
Q5118058,Church of the Transfiguration,church,United States of America
Q11822254,Saint Brother Albert Chmielowski Polish Mission,parish,United States of America
Q5052467,Cathedral of the Sacred Heart,cathedral,United States of America
Q2318122,Saint Emma Monastery,,United States of America
Q16959217,Cowboy church,,
Q7637577,Summerfield United Methodist Church,church,United States of America
Q2942479,Cathedral of Saint Helena,cathedral,United States of America
Q7315876,Respect for America's Fallen Heroes Act,,
Q7590208,"St. Mary's Church (New Haven, Connecticut)",church,United States of America
Q7084968,Old Ship Church,,United States of America
Q4779003,Apalachee Province,,United States of America
Q7588586,St. John's Cathedral,cathedral,United States of America
Q7080116,Oglethorpe Presbyterian Church,church,United States of America
Q5154995,Community of Jesus,geographical object,United States of America
Q4729652,"All Souls Church, Unitarian",church,United States of America
Q1347308,Episcopal Diocese of Pennsylvania,diocese,United States of America
Q607880,"Holy Hill National Shrine of Mary, Help of Christians",minor basilica,United States of America
Q1102719,Shrine of Our Lady of Good Help,,United States of America
Q2820567,Conception Abbey,abbey,United States of America
Q3977162,Benedictine Sisters of Perpetual Adoration,human settlement,United States of America
Q7586710,St. Agnes Cathedral,cathedral,United States of America
Q3581455,St. Florian Church,historic district in the United States,United States of America
Q5886391,Holy Trinity Catholic Church,church,United States of America
Q7402012,Saint Paul's Church National Historic Site,National Historic Site,United States of America
Q5312747,Duke Chapel,church,United States of America
Q5383403,Episcopal Diocese of Nevada,,United States of America
Q5942783,"Hungarian Presbyterian Church of Wharton, New Jersey",church,United States of America
Q7227545,Pon Pon Chapel,construction,United States of America
Q7978037,Wealthy Street Baptist Church,church,United States of America
Q8072553,Zion Presbyterian Church,church,United States of America
Q8033002,Woodlawn Baptist Church and Cemetery,church,United States of America
